start	end	text
2675780	2678780	¿cómo puedo vivir ese tomo 1 en 2 partes?
2678780	2687780	¿cómo puedo seguir el espane entre 0 y 2 en 2 partes?
2687780	2689780	0 y 1 y 1 y 2.
2689780	2692780	En 0 y 1,
2692780	2695780	¿qué tengo?
2695780	2698780	Todo esto me encontra acá,
2698780	2700780	y en 1 y 2 tengo esto que tengo acá,
2700780	2701780	o sea,
2701780	2702780	que necesito una regla que tenga,
2702780	2703780	a la izquierda,
2703780	2705780	uno de estos,
2705780	2707780	y a la de ver,
2707780	2708780	como primero,
2708780	2709780	siempre mirando la derecha,
2709780	2710780	la regla,
2710780	2711780	el primer componente,
2711780	2713780	si uno de estos y el segundo sea esto,
2713780	2715780	tenemos una regla,
2715780	2717780	no tenemos,
2717780	2719780	tomo 1 y tiene sentido,
2719780	2720780	porque tomo 1,
2720780	2721780	no se corresponde a ningún
2721780	2723780	constituyente de la matica,
2723780	2725780	tomo 1 en nada,
2725780	2726780	y nada,
2726780	2729780	entonces ahora tengo nada,
2729780	2732780	ahora voy a vuelo,
2732780	2734780	vuelo que es,
2736780	2738780	un nombre,
2738780	2740780	solo puede ser un nombre,
2740780	2743780	¿sí?
2744780	2747780	Ahora vamos a la posición,
2747780	2749780	1
2749780	2751780	3
2751780	2753780	o sea,
2753780	2755780	un vuelo,
2755780	2757780	¿y?
2757780	2759780	¿cómo divido 1 o 3?
2759780	2761780	1 o 2
2761780	2762780	1 o 2,
2762780	2763780	3,
2763780	2764780	o sea,
2764780	2765780	determinante nombre,
2765780	2767780	tengo alguna regla que la derecha sea,
2767780	2769780	determinante nombre,
2769780	2772780	grupo nominal,
2772780	2775780	hay alguna otra,
2775780	2776780	no,
2776780	2778780	no,
2778780	2780780	no,
2780780	2781780	sí,
2781780	2783780	aux 2,
2783780	2785780	no,
2785780	2787780	aux 2 también,
2795780	2797780	una pregunta,
2797780	2798780	¿vieron que yo,
2798780	2799780	a cabo le puse,
2799780	2801780	a determinante nombre,
2801780	2803780	le osame aux 2,
2803780	2805780	se acuerda cuando creamos la variable,
2805780	2807780	porque no le puse grupo nominal,
2807780	2810780	si luego se están,
2810780	2812780	podría haberle puesto a esta grupo nominal
2812780	2814780	y me ahorro una variable,
2814780	2817780	no,
2817780	2819780	no,
2819780	2821780	no,
2821780	2822780	no,
2822780	2824780	no,
2824780	2825780	no,
2825780	2827780	no,
2828780	2831780	no,
2831780	2832780	blas donas,
2832780	2833780	paucu¡plis,
2833780	2835780	autos Amen,
2835780	2837780	si luego grupo nominal達,
2837780	2839780	le� kidney que te voy a y para un laboro,
2839780	2842780	es importante,
2842780	2843780	el importe de solot,
2843780	2845780	no,
2845780	2848780	Ella me di...
2848780	2850780	el reque de aeroponominal...
2850780	2851780	exactamente,
2851780	2852780	autos,
2852780	2855780	solos generating determinante nombre,
2855780	2861140	Un grupo nominal de genera determinante nombre, pero genera otras cosas, además.
2861140	2862900	Entonces, ya sabré generando, digamos.
2862900	2865540	Yo soy algo solo puede generar eso.
2865540	2869100	Este horro, justamente, es un horro de cosas, ¿no?
2870100	2873340	Si yo pongo acá, aux en aux dos, me tocó poner algo,
2873340	2875340	va a hacer cualquier cosa, y acá, solamente estoy permitiendo
2875340	2878860	determinando de nombre, una vez.
2878860	2882780	Entonces, bueno, esto es algo 2 sobre un grupo nominal.
2883740	2888740	0-3, todo un vuelo, ¿qué es?
2888740	2892020	¿Cómo puedo vivir 0-3?
2892020	2896180	Yo puedo vivir como 0-1,
2896180	2902060	1-3, o 0-2-3.
2902060	2902900	Sí?
2902900	2905500	Solo puedo siempre dividir los dos partes, porque, por qué?
2905500	2908220	Porque mi rela solo tienen dos variables de la derecha,
2908220	2911340	o sea que no es posible que hay altres combinaciones.
2911420	2914300	Por eso le lleve la por me chonquí.
2915580	2921100	Entonces, 0-1 es que 0-1, ¿eh?
2921100	2923540	Esto es como.
2923540	2926220	Y 1-3, o sea que es todo esto.
2926220	2930620	Y 1-3 es esto.
2930620	2934620	Y, bueno, entonces, acá, que hay.
2934620	2942220	Esto nunca está la derecha, grupo verbal aux dos no hay.
2942220	2945860	O dos al la derecha nunca está.
2945860	2950860	Grupo verbal, grupo nominal es una oración.
2951740	2953860	No, no.
2956820	2959460	No no, Russell puede ir como ¿por qué eso es?
2959460	2963020	Se fueMax, pero hay una más.
2963120	2967340	Ahí una más.
2967340	2969020	Virvo grupo nominal, ¿eh?
2969020	2970780	N.
2970880	2972140	No, por eso usted fue cuando pasaste al rango.
2972140	2973320	No, usted venga.
2973320	2977460	Grupo s'un grupo neutral.
2977460	2985460	Si un grupo borón, hay algo más.
2985460	2988460	Pero no hay más.
2988460	2991460	Y también no traves tiene sentido, ¿no?
2991460	2994460	Porque es una oración en sí mismo, todo muy bueno.
2994460	2996460	Todo muy bueno, es una oración.
2996460	3002460	Pero además, es un grupo borón.
3002460	3006460	Ahora vengo con a, a, es una preposición.
3006460	3011460	¿En tres lados y la tres?
3011460	3022460	Es dos tres, eh, perdón, entre la dos y la cuatro, es dos tres, tres cuatro.
3022460	3025460	Dos tres que es, es un nombre.
3025460	3028460	Y tres cuatro es una preposición.
3028460	3031460	Hay una regla que tenga nombre proposión de la derecha.
3031460	3041460	No, vuelo a, no hay nada.
3041460	3045460	En realidad yo tiene un vuelo a, tampoco nada, vamos a ver que no pueden hacerlo,
3045460	3047460	pero seguro que no hay nada.
3047460	3049460	Y todo un vuelo a tampoco nada.
3049460	3052460	No vamos a encontrar nada en esta regla.
3052460	3055460	Entonces yo lo estoy haciendo, porque colosco, pero en realidad,
3055460	3058460	cuando la de Gorina, la de Gorina, no, no, no, no.
3058460	3059460	No camionada.
3059460	3062460	París que es.
3066460	3070460	París es un grupo nominal.
3070460	3073460	Y nada más.
3074460	3078460	Bueno, es un nombre propio y es un grupo nominal.
3078460	3081460	Por supuesto.
3081460	3084460	Sí?
3084460	3089460	Pues hay una regla unitaria.
3089460	3092460	Preposición grupo nominal.
3092460	3095460	Forma algo.
3095460	3100460	Grupo preposicional.
3100460	3104460	Dos cinco.
3105460	3108460	Vuelvo a París.
3113460	3119460	Que puedo, como puedo vivir los cinco.
3119460	3126460	Es dos tres tres cinco o dos cuatro cuatro cinco.
3126460	3133460	Dos tres dos tres es nombre y tres cinco es.
3133460	3138460	No, no.
3138460	3143460	No.
3143460	3147460	No.
3147460	3154460	Y dos cuatro.
3154460	3161460	Dos cuatro no hay nada, o sea que no puede estar en el aire.
3161460	3177620	A mí en acá no olvidamos de oxuno, oxuno también es esto.
3177620	3180820	Verbo el grupo no miras, acá es una oxuna.
3180820	3199200	O sea, acá no tenemos nada, dos, dos, cinco, que es vuelo a parir no hay nada, porque guarda, no hay nada
3199200	3206020	porque vuelo, no es verbo, no es nuestra dramática, si lo fuera ahí tendríamos una
3206020	3222460	construcción, pero nunca derivamos el baro ahí, uno, cinco es un vuelo a parir, este cae
3222460	3234620	debería parecer algo, uno, cinco lo pueden ir en uno, dos, cinco, uno, tres, tres, cinco o uno,
3234620	3248020	cuatro, cuatro, cinco, uno, dos, dos, cinco es uno, dos, es det, y dos, cinco es nada,
3248020	3261540	se que no puede ser, uno, tres, no es nada, se que no puede ser, uno, cuatro, tampoco es nada,
3261540	3273780	o sea, ¿qué? No, pues tendría que ser ahí o sea, uno, tres, cinco, uno, tres, tres, cinco,
3273780	3280580	el grupo preposicionar, ahí va, necesito un grupo no mirar, seguido un grupo preposicionar, tengo algo,
3280580	3294800	tengo un grupo, lo está, grupo no mirar, es un bueno para irse a un grupo no mirar, como
3294800	3296800	¿Cómo? ¿Cuando?
3300800	3306800	Si te quita acá. Y a usted también, es unaada de otro más. Hay una a U3.
3308800	3310800	¿Sí?
3310800	3312800	Luego,
3312800	3314800	toda la relación.
3314800	3321800	Toda la relación va a ser una combinación de tomos, un vuelo a parís o tomo un vuelo a parís, etcétera.
3321800	3325800	Y aquí lo vamos a encontrar.
3325800	3331800	Es que tenemos un grupo en 0, 1, tenemos un grupo verbal.
3333800	3339800	Y un vuelo parís que es 1, 5, es un grupo nominal.
3339800	3341800	Entonces, si todo va a ser una relación.
3343800	3345800	¿Cuándo?
3345800	3347800	Creo que hay algún caso más.
3351800	3359800	Es un grupo verbal, además.
3359800	3363800	Todo lo parece en todo el sí mismo, es un grupo verbal.
3363800	3367800	Porque yo grupo verbal lo definí como.
3367800	3371800	Verbo grupo nominal.
3371800	3375800	No, bueno.
3375800	3379800	Entonces, si yo tengo una oca,
3379800	3383800	quiere decir que me oraciones valia.
3383800	3385800	¿Cómo?
3390800	3399800	Como yo no guardé de dónde venía,
3399800	3403800	solo funcionan como reconocedor, no como parcer.
3403800	3406800	Para yo poder armar el árbol,
3407800	3409800	me necesito agregarle, me algoritmo,
3409800	3412800	que cosa indicadores de qué,
3412800	3416800	cómo formé la, cómo compuse las dos partes.
3416800	3419800	Esto que yo dije acá, que lo fui diciendo,
3419800	3422800	tengo una forma de que guardálo.
3422800	3425800	Porque si yo sé que está o,
3425800	3429800	se corresponde con este gb y este gn.
3429800	3433800	Entonces, es que mi árbol de parís no empieza así,
3433800	3435800	o gb gn.
3436800	3439800	Y a su vez, el gn yo sé dónde veno,
3439800	3441800	y entonces se lo compone de que lo generaron.
3441800	3443800	Y así voy generando toda a tal asoja.
3443800	3447800	Eso es lo de convierte en mi árbol,
3447800	3450800	mi reconocedor en un parcer.
3450800	3452800	Me acuerdo.
3452800	3453800	Entonces, esa forma,
3453800	3456800	partiendo de las asojas,
3456800	3460800	vamos a encontrar la raíz,
3460800	3461800	mejor y yo sí,
3461800	3463800	y si encontramos la raíz,
3463800	3465800	vamos a encontrar un árbol valido,
3465800	3466800	a nuestro procedimiento.
3466800	3467800	Eso es lo que hace lo granimo,
3467800	3471800	y la algoritmo se caí.
3471800	3473800	Bueno,
3473800	3475800	problemas que tienes,
3475800	3478800	necesita rescribir la gramática
3478800	3481800	inicialmente no funciona como reconocedor
3481800	3482800	de que me tardes.
3482800	3484800	Y hay un problema que no tiene mucha solución,
3484800	3485800	aunque es que,
3485800	3486800	si bien,
3486800	3487800	el costo de reconocerlo,
3487800	3488800	reduce un tiempo polinomial,
3488800	3490800	esto tiene orden polinomial.
3491800	3493800	Calcular todos los árboles te puede llevar
3493800	3495800	un tiempo exponencial,
3495800	3497800	porque yo puedo generar un árbol
3497800	3499800	de más de una forma diferente.
3499800	3501800	Entonces, voy a tener como muchos punteros,
3501800	3502800	digamos,
3502800	3504800	desde,
3504800	3505800	acá no,
3505800	3506800	no sé,
3506800	3507800	porque no teníamos a mi cuidado,
3507800	3508800	pero yo podría decir,
3508800	3509800	bueno,
3509800	3510800	estáo,
3510800	3511800	viene de acá
3511800	3512800	y de acá,
3512800	3513800	o,
3513800	3514800	viene de acá
3514800	3516800	y de acá.
3516800	3518800	Y a su vez eso
3518800	3520800	puede tener el mismo polinomial,
3520800	3521800	entonces,
3521800	3522800	puede llegar a hacer el polinomial
3522800	3523800	tiempo de conocer todos los árboles,
3523800	3524800	posible.
3524800	3525800	Todos los árboles,
3525800	3526800	vale,
3526800	3527800	eso es decir,
3527800	3528800	porque los árboles
3528800	3529800	pueden ser,
3529800	3531800	a poder un número polinomial,
3531800	3532800	no,
3532800	3533800	es inevitable.
3537800	3539800	Por otra parte,
3544800	3546800	por otra parte,
3546800	3547800	de lo largo,
3547800	3548800	pues son las nueve.
3548800	3549800	Entonces,
3549800	3550800	vamos a ver todas,
3550800	3551800	algoritmos,
3551800	3552800	falta de uno,
3552800	3554800	pero el juego no hay clase.
3554800	3555800	Este,
3555800	3556800	por otra parte,
3556800	3558800	el algoritmos de héroe.
3560800	3561800	Tiene el enfoque,
3561800	3563800	exactamente opuesto.
3563800	3565800	Tiene el enfoque topdown.
3565800	3566800	Sí?
3569800	3570800	Y tiene la ventaja
3570800	3572800	de que no hay que convertir la gramática,
3572800	3574800	que trabaja con la gramática,
3574800	3575800	original.
3576800	3577800	Así que,
3577800	3579800	tiene que volver a escribir la gramática.
3579800	3580800	Sí?
3580800	3582800	Lo que hace el algoritmo de héroe
3582800	3583800	es,
3588800	3590800	recorre las cenas palabras
3590800	3592800	del algoritmo.
3592800	3594800	Sí?
3594800	3597800	Y a medida que vamos avanzando
3597800	3599800	por las palabras,
3599800	3601800	lo que me va diciendo es,
3602800	3607800	como fue avanzando
3607800	3608800	por los diferentes árboles
3608800	3610800	que propuso de parci.
3610800	3612800	De acuerdo a la regla de la gramática,
3612800	3614800	he guiado por las reglas,
3614800	3616800	parte de una vez y al comienzo
3616800	3618800	y empieza,
3618800	3620800	empieza a ver cómo se avanzó.
3620800	3622800	Ahora vamos a verlo de sus máscentitas.
3622800	3625800	Vamos a escribir acá
3625800	3627800	de vuelta a la gramática,
3627800	3629800	porque le vamos a necesitar.
3632800	3634800	Algunas preguntas acá
3634800	3637800	le falta la parte de alguna pregunta.
3637800	3639800	¿Cómo preguntan nada?
3662800	3663800	¿Cómo preguntan?
3663800	3664800	¿Cómo preguntan?
3664800	3665800	¿Cómo preguntan?
3665800	3666800	¿Cómo preguntan?
3666800	3667800	¿Cómo preguntan?
3667800	3668800	¿Cómo preguntan?
3668800	3669800	¿Cómo preguntan?
3669800	3670800	¿Cómo preguntan?
3670800	3671800	¿Cómo preguntan?
3671800	3672800	¿Cómo preguntan?
3672800	3673800	¿Cómo preguntan?
3673800	3674800	¿Cómo preguntan?
3674800	3675800	¿Cómo preguntan?
3675800	3676800	¿Cómo preguntan?
3676800	3677800	¿Cómo preguntan?
3677800	3678800	¿Cómo preguntan?
3678800	3679800	¿Cómo preguntan?
3679800	3680800	¿Cómo preguntan?
3680800	3681800	¿Cómo preguntan?
3681800	3682800	¿Cómo preguntan?
3682800	3683800	¿Cómo preguntan?
3683800	3684800	¿Cómo preguntan?
3684800	3685800	¿Cómo preguntan?
3685800	3686800	¿Cómo preguntan?
3686800	3687800	¿Cómo preguntan?
3687800	3688800	¿Cómo preguntan?
3689800	3690800	¿Cómo preguntan?
3690800	3691800	¿Cómo preguntan?
3691800	3692800	¿Cómo preguntan?
3692800	3693800	¿Cómo preguntan?
3693800	3694800	¿Cómo preguntan?
3694800	3695800	¿Cómo preguntan?
3695800	3696800	¿Cómo preguntan?
3696800	3697800	¿Cómo preguntan?
3697800	3698800	¿Cómo preguntan?
3698800	3699800	¿Cómo preguntan?
3699800	3700800	¿Cómo preguntan?
3700800	3701800	¿Cómo preguntan?
3701800	3702800	¿Cómo preguntan?
3702800	3703800	¿Cómo preguntan?
3703800	3704800	¿Cómo preguntan?
3704800	3705800	¿Cómo preguntan?
3705800	3706800	¿Cómo preguntan?
3706800	3707800	¿Cómo preguntan?
3707800	3708800	¿Cómo preguntan?
3708800	3709800	¿Cómo preguntan?
3709800	3710800	¿Cómo preguntan?
3710800	3711800	¿Cómo preguntan?
3711800	3712800	¿Cómo preguntan?
3712800	3713800	¿Cómo preguntan?
3713800	3714800	¿Cómo preguntan?
3714800	3715800	¿Cómo preguntan?
3715800	3716800	¿Cómo preguntan?
3716800	3717800	¿Cómo preguntan?
3717800	3718800	¿Cómo preguntan?
3718800	3719800	¿Cómo preguntan?
3719800	3720800	¿Cómo preguntan?
3720800	3721800	¿Cómo preguntan?
3721800	3722800	¿Cómo preguntan?
3722800	3723800	¿Cómo preguntan?
3723800	3724800	¿Cómo preguntan?
3724800	3725800	¿Cómo preguntan?
3725800	3726800	¿Cómo preguntan?
3726800	3727800	¿Cómo preguntan?
3727800	3728800	¿Cómo preguntan?
3728800	3729800	¿Cómo preguntan?
3729800	3730800	¿Cómo preguntan?
3730800	3731800	¿Cómo preguntan?
3731800	3732800	¿Cómo preguntan?
3732800	3733800	¿Cómo preguntan?
3733800	3734800	¿Cómo preguntan?
3734800	3735800	¿Cómo preguntan?
3735800	3736800	¿Cómo preguntan?
3736800	3737800	¿Cómo preguntan?
3737800	3738800	¿Cómo preguntan?
3738800	3739800	¿Cómo preguntan?
3739800	3740800	¿Cómo preguntan?
3740800	3741800	¿Cómo preguntan?
3741800	3742800	¿Cómo preguntan?
3742800	3743800	¿Cómo preguntan?
3743800	3744800	¿Cómo preguntan?
3744800	3746800	¿Cómo preguntan?
3746800	3747800	¿Cómo preguntan?
3753800	3755800	¿Cómo preguntan?
3755800	3756800	¿Cómo preguntan?
3760800	3761800	¿Cómo preguntan?
3761800	3762800	¿Cómo preguntan?
3773800	3775800	¿Cómo preguntan?
3806800	3815800	Entonces, tenemos una tabla con la cine palabra del álgo enemas uno donde tiene las palabras,
3815800	3826800	la cine palabra a reconocer. En este caso, era tomo un vuelo a París, o sea que son 5 palabras.
3826800	3846920	5, mi chart, mi tabla tiene 6 lugares. Y la entrada en la tabla tiene los contituyentes completos y
3846920	3860920	las posiciones en las que están, es decir, cosas como entre las 5 hay un grupo nominal,
3860920	3874920	los posiciones, 0 y 2 entre la 1 y la 3 hay un grupo nominal por ejemplo. Pero visto de
3874920	3885920	que ahora lo vamos a ver desde la gramática, es decir, cómo yo vengo avanzando en el reconocimiento.
3885920	3895920	Y los contituyentes que se aprendizieron ahora vamos a ver lo que son detrás.
3895920	3908920	Las entradas se llaman estados y son reglas de la gramática, ¿sí? Con que tienen un punto que nos dice dónde
3908920	3930920	venimos en el análisis. Entonces, yo tengo 3 casos posibles durante mi análisis. Uno es que el punto té la izquierda,
3930920	3939920	esto que quiere decir, quiere decir, estoy en una oración y lo que espero que se amigrecha su grupo nominal.
3939920	3949920	En mi análisis. Hasta que ha sido mi análisis, lo que hay en la derecha de donde la posión la que estoy, es grupo nominal.
3949920	3964920	La otra es que yo tengo el punto en el medio, lo que estoy diciendo ahí es, y vi que sí que acá tengo un postaba la derecha.
3964920	3974920	Estoy reconociendo un grupo nominal, ya reconociendo terminante y espero que la izquierda la derecha de un número.
3974920	3984920	Y en esta re la donde el punto está la derecha, lo que digo es, acabo de reconocer un grupo nominal,
3984920	3991920	un verbo y un grupo nominal, o sea que acabo de encontrar un grupo global.
3991920	4001920	El acuerdo, que esto quiere decir que si alguien estaba esperando un grupo global, puede que hace tranquilo que acaba de tenerlo y hace avanzar el punto de la rela correspondiente.
4001920	4010920	Si había alguna rela que estaba acá y yo tengo esto, yo quiere decir que podamos avanzar el punto para acá.
4010920	4014920	Cuando yo llegó el punto al final, en conocimiento de la oración, es un poco la idea.
4014920	4020920	Y como lo ha sido esto y bueno, viendo por la, por cada palabra que va a reconocer y decir,
4020920	4024920	él va avanzando diciendo, bueno, con todo lo que pasa.
4024920	4029920	Bueno, tengo esta posibilidad de apostar en una rela que empieza ahora, voy.
4029920	4034920	Es decir, ya mandó de truos, oréla con punto.
4038920	4045920	Entonces, como decía cada entrada, contiene la lista de estado con los árboles.
4046920	4051920	Y necesitamos relación a los estados con el trabajo, esto dice.
4052920	4057920	Predesimos un grupo global, o sea, predesimos y se esperamos, ¿no?
4057920	4063920	Un grupo global, al comiso la laación entre la posión y serie de acero.
4064920	4069920	Al principio, la laación, yo tengo un grupo global, estoy esperando un grupo global.
4070920	4075920	Acá lo que estoy diciendo es, estoy reconociendo un grupo nominal.
4075920	4083920	Sí, y entre uno y dos, o sea, lo que hay es que era el punto, hay un determinante.
4083920	4087920	Yo tengo que indicar esplicitamente que acá unidad, pues, y no es una posibilidad.
4088920	4091920	Yo sé que, entre la posión uno y dos ya reconocí un determinante.
4094920	4097920	Y acá lo que digo es encontrar un grupo global de cero a tres.
4098920	4100920	Acá aún encontrar un grupo global de cero a tres.
4100920	4102920	¿A acuerdo? ¿Dienes?
4113920	4117920	Y ahora vamos así, es muy, es muy sencillo.
4118920	4120920	Eso es lo aplicar estas tres reglas.
4121920	4124920	Te he hecho, lo vamos a dejar ahí presente y lo vamos a aplicar,
4124920	4130920	rigorosamente por dos motivos, por uno es porque vamos a mostrar que efectivamente es un agorismo
4130920	4133920	que un día se arregla y dos de que no me desnopreparé la clase de esta ley,
4133920	4136920	entonces no me lo puedo así, hay gente, entonces voy a aplicar las reglas solamente.
4137920	4138920	Y vamos a ver cómo nos va.
4139920	4143920	¿A acuerdo? Entonces, bueno, la idea es, yo recorro la tabla y quiero la derecha.
4144920	4145920	Sí.
4146920	4149920	Recorro, sí, así, digo el.
4150920	4153920	En piezo comitabla que le voy a llamar char de cero.
4158920	4162920	Y quiero a las entradas que tengo ahí dentro de esa primera posición, ¿no?
4163920	4165920	Y tengo tres operadores que hay.
4166920	4167920	Uno se llama predecir.
4171920	4173920	Por supuesto yo en piezo con.
4173920	4179920	Mi reconocimiento empieza con una cosa así.
4184920	4187920	¿Por qué? Cuando yo en piezo lo que quiero reconocer.
4188920	4190920	Es una nación.
4191920	4192920	Bueno.
4193920	4199920	El pre, entonces la reala dice bueno, cuando la derecha del punto hay un no terminal y no postado.
4199920	4203920	O sea, no son los últimos, no es una hoja.
4205920	4208920	¿Crees? Estados nuevos que representan las posibles expansiones
4208920	4210920	del no terminarse una gramática.
4211920	4213920	O sea, acá voy a expandir todas las ojos.
4215920	4218920	Porque, justamente, es un, esto es un no terminal y no es un posto.
4224920	4225920	¿Cuándo?
4225920	4228920	Entonces yo le voy a decir acá, es, según mi gramática.
4233920	4234920	Y esto está en cero, ¿no?
4238920	4241920	Sí, según mi gramática.
4243920	4246920	Esto puede llegar a hacer. Creo una entrada para grupo global.
4249920	4250920	Cero cero.
4251920	4252920	O.
4256920	4258920	Grupo nominal, grupo global.
4259920	4260920	También cero cero.
4262920	4264920	Bueno, aplique, predict.
4266920	4267920	Vamos por en la g.
4280920	4281920	Un comacuerdo del.
4281920	4283920	Si el predito.
4285920	4286920	Sí.
4287920	4290920	Este es un minón, este es el primero que no, no, no, no, no.
4294920	4297920	Aplique el predito y generé estas dos reglas.
4298920	4299920	O sea, ¿qué está?
4300920	4302920	Esto es lo que voy a hacer, esta ya está analiza.
4303920	4304920	Y voy bajando por el chart.
4304920	4308920	Acá te voy a aplicar.
4317920	4320920	Otra vez, que si un grupo global es un posto, no ocoso, te doblegar.
4321920	4323920	Yo que es pandire, es grupo global.
4324920	4327920	Predito, que sería grupo global que.
4327920	4333920	¿Puntóvero?
4334920	4335920	Cero cero?
4337920	4338920	¿Qué más?
4340920	4341920	No.
4343920	4345920	Yo en el predito, no van a su nunca el punto.
4346920	4348920	Esto es punto, verbo, grupo nominal.
4351920	4353920	Yo después voy a avanzar el punto.
4353920	4357920	¿Qué más?
4358920	4360920	Verbo, grupo nominal, grupo posible, ¿no?
4373920	4376920	Esto es lo que podría mejorarlo con un...
4377920	4379920	Utilizando el escor, ¿no?
4379920	4381920	Poy cosas que no van, ya sé que no van a generar nada,
4382920	4384920	pero acá estoy en una visión bien topdown.
4387920	4389920	Porque si yo revisara el left corner,
4390920	4391920	alguno de esto no...
4392920	4394920	Bueno, grupo nominal no podría ir a ningún lado.
4395920	4396920	Bueno.
4399920	4400920	¿Y está?
4401920	4403920	Voy a esta regla, grupo nominal, ¿qué es?
4404920	4405920	¿Qué puedo aplicar?
4406920	4408920	Otra vez, predito.
4410920	4413920	El grupo nominal es un,
4414920	4415920	por qué yo no.
4416920	4417920	¿Depnón.
4427920	4429920	¿Depnón ad.
4439920	4440920	¿No?
4440920	4441920	¿No?
4448920	4449920	¿JNGP?
4453920	4454920	¿Y?
4455920	4457920	¿JNGP?
4463920	4464920	¿Todo es 0?
4470920	4472920	Sí, ¿de acuerdo?
4473920	4476920	Todo esto no resulta particularmente aburrido porque ya sabemos que no hemos llegado nada,
4477920	4480920	pero porque no nosotros estamos mirando el entrar, ¿no?
4481920	4483920	Porque estoy terminante obviamente no.
4484920	4486920	Pueso va a suceder ahora, bueno.
4487920	4488920	¿Aca qué aplico?
4489920	4490920	Bueno, acá lo que tengo es un verbo.
4491920	4492920	¿Qué es un postad?
4493920	4495920	¿Cómo es un postad y no hago predito?
4495920	4496920	¿Cuándo es un postad?
4497920	4499920	¿Cómo es un postad y no hago predito?
4501920	4503920	¿Cuándo a la derecha hay un postad?
4505920	4506920	¿Qué es lo que hago?
4506920	4507920	Bueno, miro el entrar.
4508920	4511920	Miro el entrar para ver si mientras se corresponde con ese postad
4512920	4514920	y puedo seguir adelante o no.
4516920	4518920	Sí, porque yo cuando llevo el postad,
4518920	4519920	porque llegué al final del árbol.
4520920	4522920	Ahí donde tengo que mirar el entrar a ver donde te paraba.
4523920	4524920	Entonces acá.
4526920	4529920	Es un verbo y bueno, lo que hago es Macheo
4529920	4531920	y va a crear un nuevo estado usando el dot,
4532920	4533920	si es que Macheo.
4534920	4535920	Entonces,
4538920	4539920	es como ya ha cerido.
4549920	4550920	¿Qué pasa con verbo?
4551920	4552920	El tomo.
4552920	4553920	Es verbo.
4555920	4556920	Sí.
4557920	4558920	Entonces,
4559920	4561920	lo que creo es una nueva entrada en el chart.
4563920	4564920	Sí.
4567920	4568920	¿Dónde digo?
4574920	4577920	Que reconocí entre la posición es 0 y 1,
4577920	4579920	fíjense que acaban en su una palabra.
4580920	4581920	Un grupo global.
4583920	4584920	Sí.
4587920	4589920	Se tiene, un acuerdo.
4597920	4598920	Acá quedó.
4601920	4602920	Lo mismo, ¿no?
4604920	4606920	Grupo global, verbo,
4606920	4609920	un todo grupo luminal entre la célula.
4610920	4611920	Fíjense que acá.
4611920	4614920	Lo que estoy guardando yo es todo lo posible algo leje yo tengo.
4614920	4617920	Todo lo posible análisis que puedo hacer para en repetirlos.
4618920	4619920	No?
4619920	4620920	O sea, el apoyo no,
4620920	4622920	después leí todo,
4622920	4624920	puedo estar en un verbo reconocido.
4624920	4627920	O puedo estar en el medio del reconocimiento un grupo global.
4629920	4630920	Sí.
4630920	4632920	Que tiene un grupo luminal de la derecha.
4633920	4635920	Son todas las posibilidades, que tengo.
4635920	4636920	¿No?
4638920	4639920	Aca.
4641920	4642920	Lo mismo, ¿no?
4642920	4646920	JVB JNGP.
4646920	4648920	0.
4650920	4651920	Cuero.
4652920	4653920	¿Qué pasa acá?
4659920	4660920	¿Qué?
4661920	4662920	Terminante que es.
4662920	4678760	es un postad y que hacemos con esta regla. Cuando hay un postad que pasa, tengo que machar la
4678760	4686240	palabra y qué palabra tengo acá. Todo, es un determinante, no, entonces con esta regla no
4686240	4695120	nada. Acá pasa lo mismo. Es decir, esta regla yo le elimino en el 5, 2 veo la palabra.
4695120	4707920	¿Tomo es un nombre? Sí, es un nombre, entonces yo tengo que avanzar a cajény, es, ah,
4707920	4727220	pero no hay un nombre propio. ¿Para? ¿Y el determinante? ¿Qué falta algo? Ah, no, está bien,
4727220	4731440	ya lo está siempre en pronunciar, te lo eliminí con el determinante. Y estos genes, este
4731440	4740920	nombre propio. ¿Y estos? ¿A acá qué tenemos que hacer? ¿Eh? Preci, ¿y qué voy a
4740920	4754000	aparecer? ¿Pueso se lo hice? Porque estoy en el la misma posición del chart, se
4754000	4762640	acá, como ya tengo algo, se ha generado nada. No, no, no, no recurro, digamos, ¿no? Y
4762640	4781560	terminé, pero es el chart 0, ¿no? Bueno, ahora yo con el chart 1, ¿y acá qué pasó? ¿Acacago de completar?
4781560	4789360	¿Acago de completar un estado? Tengo el punto más a la derecha. Entonces lo que yo digo
4789360	4792920	bueno, cuando un estado está completo, busque cual estaba en esperando el cotituciente que
4792920	4798000	fue completado y en la posición de la capareció, o sea, había alguien esperando un
4798000	4805600	verbo en cero, pero había alguien esperando un grupo verbal en cero, si había alguien
4805600	4816360	un poco avanzar el dot. Y había no vía. ¿Quién esperaba un grupo verbal en el chart cero?
4816360	4829160	Porque esta aparición cero, ¿no? ¿Quién esperaba un grupo verbal? La relación. Entonces yo
4829160	4850440	puedo, en la misma entrada, agregó muy volviendo a la derecha. Entonces acá lo que yo digo es, o.
4850440	4872960	¿Efectivamente en todo morego de una relación? ¿Quién más esperaba un grupo verbal?
